Date,Open,High,Low,Close,Adj Close,Volume
2021-01-11,900.849976,904.500000,873.500000,899.450012,899.450012,564393
2021-01-12,895.500000,908.000000,894.950012,904.849976,904.849976,472697
2021-01-13,908.950012,908.950012,884.150024,892.500000,892.500000,730301
2021-01-14,896.400024,931.500000,896.400024,914.000000,914.000000,1015700
2021-01-15,914.000000,921.900024,907.250000,920.250000,920.250000,1411827
2021-01-18,921.000000,923.950012,880.000000,889.349976,889.349976,1839699
2021-01-19,894.799988,909.450012,894.000000,899.349976,899.349976,1348639
2021-01-20,904.950012,930.250000,892.150024,920.349976,920.349976,946234
2021-01-21,921.799988,924.799988,905.000000,913.299988,913.299988,977221
2021-01-22,913.599976,914.349976,881.099976,896.599976,896.599976,658015
2021-01-25,902.000000,902.000000,880.000000,884.650024,884.650024,258928
2021-01-27,885.000000,890.950012,842.500000,852.650024,852.650024,565921
2021-01-28,866.000000,877.000000,845.000000,869.799988,869.799988,306074
2021-01-29,880.000000,887.849976,862.599976,872.500000,872.500000,1127886
2021-02-01,891.000000,950.000000,891.000000,941.549988,941.549988,2308622
2021-02-02,950.450012,999.000000,935.049988,960.700012,960.700012,1130196
2021-02-03,972.799988,972.799988,943.700012,962.500000,962.500000,811046
2021-02-04,968.950012,979.000000,941.549988,964.950012,964.950012,851870
2021-02-05,970.000000,995.000000,965.000000,981.900024,981.900024,747248
2021-02-08,989.700012,1045.000000,987.500000,1032.349976,1032.349976,857645
2021-02-09,1039.800049,1081.000000,1039.000000,1063.349976,1063.349976,821236
2021-02-10,1074.000000,1114.800049,1057.849976,1099.000000,1099.000000,1145055
2021-02-11,1103.900024,1136.949951,1085.050049,1125.900024,1125.900024,706879
2021-02-12,1125.000000,1125.900024,1055.500000,1099.300049,1099.300049,797049
2021-02-15,1110.000000,1114.750000,1060.900024,1091.599976,1091.599976,591093
2021-02-16,1089.000000,1128.000000,1075.300049,1092.750000,1092.750000,455426
2021-02-17,1092.750000,1112.250000,1081.000000,1098.099976,1098.099976,394405
2021-02-18,1098.500000,1154.400024,1091.449951,1134.800049,1134.800049,1356719
2021-02-19,1123.900024,1131.699951,1083.599976,1109.000000,1109.000000,553747
2021-02-22,1109.000000,1128.000000,1048.000000,1074.849976,1074.849976,462383
2021-02-23,1071.000000,1123.199951,1071.000000,1118.449951,1118.449951,672795
2021-02-24,1145.900024,1197.949951,1140.199951,1186.300049,1186.300049,571815
2021-02-25,1197.000000,1207.000000,1158.050049,1166.699951,1166.699951,636284
2021-02-26,1158.000000,1158.550049,1090.449951,1126.500000,1126.500000,853014
2021-03-01,1138.000000,1165.050049,1127.599976,1148.449951,1148.449951,754157
2021-03-02,1159.900024,1175.000000,1141.599976,1151.500000,1151.500000,410197
2021-03-03,1162.400024,1225.000000,1136.550049,1200.900024,1200.900024,2078700
2021-03-04,1187.650024,1290.000000,1176.800049,1268.000000,1268.000000,2247523
2021-03-05,1274.000000,1293.650024,1231.199951,1260.699951,1260.699951,1383020
2021-03-08,1274.400024,1290.000000,1242.900024,1264.050049,1264.050049,925121
2021-03-09,1259.949951,1316.949951,1217.000000,1232.550049,1232.550049,2398975
2021-03-10,1254.000000,1268.000000,1202.800049,1253.250000,1253.250000,1184012
2021-03-12,1258.250000,1274.800049,1235.000000,1255.449951,1255.449951,803163
2021-03-15,1249.949951,1251.699951,1179.000000,1188.550049,1188.550049,1246722
2021-03-16,1211.050049,1237.650024,1208.349976,1230.050049,1230.050049,1120525
2021-03-17,1229.000000,1229.000000,1164.349976,1169.849976,1169.849976,812250
2021-03-18,1197.000000,1210.000000,1148.000000,1164.900024,1164.900024,1008328
2021-03-19,1124.000000,1222.349976,1124.000000,1197.750000,1197.750000,975558
2021-03-22,1209.000000,1234.750000,1195.000000,1222.900024,1222.900024,758035
2021-03-23,1235.000000,1271.900024,1220.349976,1245.300049,1245.300049,1286084
2021-03-24,1236.000000,1253.650024,1215.000000,1225.599976,1225.599976,772958
2021-03-25,1229.949951,1229.949951,1135.099976,1150.500000,1150.500000,1213791
2021-03-26,1164.500000,1195.900024,1148.750000,1178.500000,1178.500000,868589
2021-03-30,1199.949951,1354.400024,1165.000000,1298.900024,1298.900024,7650626
2021-03-31,1280.000000,1283.050049,1216.449951,1227.849976,1227.849976,1930957
2021-04-01,1250.000000,1278.000000,1215.000000,1267.900024,1267.900024,1087053
2021-04-05,1262.000000,1264.000000,1217.050049,1228.500000,1228.500000,872471
2021-04-06,1231.000000,1254.000000,1201.250000,1223.099976,1223.099976,656464
2021-04-07,1223.050049,1257.449951,1200.150024,1233.150024,1233.150024,824612
2021-04-08,1238.949951,1265.000000,1234.000000,1251.900024,1251.900024,964208
2021-04-09,1250.000000,1250.000000,1170.050049,1174.500000,1174.500000,1822389
2021-04-12,1153.000000,1153.000000,1025.449951,1076.500000,1076.500000,2390990
2021-04-13,1076.500000,1105.900024,1034.849976,1080.800049,1080.800049,2453716
2021-04-15,1080.800049,1104.000000,1040.000000,1055.449951,1055.449951,2332608
2021-04-16,1060.000000,1099.500000,1060.000000,1077.099976,1077.099976,1132546
2021-04-19,1035.000000,1035.000000,973.299988,1015.849976,1015.849976,2142595
2021-04-20,1025.000000,1055.000000,1020.000000,1041.300049,1041.300049,1478306
2021-04-22,1010.000000,1108.949951,1005.000000,1094.449951,1094.449951,1728561
2021-04-23,1089.849976,1128.500000,1053.300049,1075.500000,1075.500000,2257183
2021-04-26,1081.000000,1096.000000,1045.000000,1051.500000,1051.500000,2303376
2021-04-27,1049.949951,1096.949951,1038.000000,1085.800049,1085.800049,1585637
2021-04-28,1095.000000,1159.000000,1071.650024,1148.800049,1148.800049,2143197
2021-04-29,1145.000000,1172.000000,1115.000000,1124.500000,1124.500000,2613836
2021-04-30,1072.000000,1084.000000,995.049988,1004.299988,1004.299988,6957375
2021-05-03,949.000000,950.000000,914.250000,924.049988,924.049988,6959261
2021-05-04,940.000000,957.450012,912.599976,915.500000,915.500000,3514455
2021-05-05,930.000000,952.450012,910.000000,942.049988,942.049988,4578774
2021-05-06,951.000000,972.000000,934.750000,956.950012,956.950012,2354405
2021-05-07,945.000000,953.250000,924.900024,928.849976,928.849976,1811962
2021-05-10,944.000000,950.900024,935.000000,946.750000,946.750000,1196605
2021-05-11,934.000000,978.150024,930.500000,969.750000,969.750000,1875705
2021-05-12,960.000000,965.000000,946.900024,954.750000,954.750000,1270987
2021-05-14,965.000000,973.500000,941.150024,946.750000,946.750000,1027888
2021-05-17,954.500000,954.500000,928.500000,942.099976,942.099976,1703609
2021-05-18,956.000000,990.549988,951.099976,986.599976,986.599976,2241294
2021-05-19,985.000000,997.849976,971.000000,983.450012,983.450012,1362004
2021-05-20,980.000000,989.349976,958.549988,960.099976,960.099976,1187206
2021-05-21,960.099976,988.950012,960.049988,980.500000,980.500000,1169852
2021-05-24,985.000000,989.849976,970.250000,978.400024,978.400024,832195
2021-05-25,983.000000,983.900024,960.299988,963.799988,963.799988,720362
2021-05-26,970.000000,973.000000,952.000000,963.049988,963.049988,1036499
2021-05-27,968.000000,994.000000,964.150024,982.299988,982.299988,1527546
2021-05-28,990.000000,1008.000000,982.000000,995.450012,995.450012,2018038
2021-05-31,998.750000,1000.000000,979.650024,988.549988,988.549988,741837
2021-06-01,990.000000,994.799988,976.000000,989.099976,989.099976,543662
2021-06-02,987.000000,1014.950012,985.049988,1009.799988,1009.799988,607384
2021-06-03,1020.000000,1024.400024,998.400024,1006.700012,1006.700012,748133
2021-06-04,1006.000000,1020.299988,997.400024,1001.950012,1001.950012,697026
2021-06-07,1008.799988,1029.849976,1006.000000,1022.099976,1022.099976,596448
2021-06-08,1029.000000,1029.099976,1003.049988,1007.549988,1007.549988,479679
2021-06-09,1006.799988,1020.000000,981.250000,995.799988,995.799988,992296
2021-06-10,1000.000000,1001.250000,980.000000,992.549988,992.549988,777855
2021-06-11,996.000000,1063.699951,996.000000,1046.050049,1046.050049,3552844
2021-06-14,1050.000000,1079.500000,1011.549988,1070.000000,1070.000000,2489156
2021-06-15,1079.650024,1087.599976,1057.300049,1061.349976,1061.349976,1065680
2021-06-16,1064.000000,1065.199951,1036.199951,1040.500000,1040.500000,492630
2021-06-17,1028.000000,1056.349976,1007.349976,1026.300049,1026.300049,1225606
2021-06-18,1027.900024,1049.949951,1007.650024,1027.650024,1027.650024,1479855
2021-06-21,1017.950012,1061.699951,1004.750000,1053.400024,1053.400024,1021068
2021-06-22,1065.099976,1073.349976,1025.000000,1030.250000,1030.250000,1201254
2021-06-23,1033.150024,1047.150024,1014.500000,1017.150024,1017.150024,610559
2021-06-24,1025.000000,1035.000000,1006.599976,1010.150024,1010.150024,964693
2021-06-25,1019.549988,1040.300049,1016.200012,1035.599976,1035.599976,725955
2021-06-28,1040.000000,1056.000000,1029.000000,1050.449951,1050.449951,662050
2021-06-29,1053.500000,1085.550049,1040.000000,1077.300049,1077.300049,2210068
2021-06-30,1080.199951,1083.500000,1032.000000,1035.849976,1035.849976,1611577
2021-07-01,1042.000000,1044.900024,1020.049988,1022.650024,1022.650024,900991
2021-07-02,1024.000000,1042.199951,1024.000000,1038.849976,1038.849976,726010
2021-07-05,1044.949951,1047.500000,1021.750000,1030.349976,1030.349976,656418
2021-07-06,1056.000000,1142.750000,1056.000000,1114.300049,1114.300049,8577690
2021-07-07,1109.000000,1133.000000,1091.000000,1125.000000,1125.000000,1542754
2021-07-08,1115.000000,1153.400024,1111.750000,1141.400024,1141.400024,1965530
